franchise_id,season_id,metro_id,team_name,league_id,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
41,430,13,Dallas Mavericks,3,Western,Southwest,,,,true,2,false,false
56,430,34,New Orleans Pelicans,3,Western,Southwest,,,,true,0,false,false
66,430,50,San Antonio Spurs,3,Western,Southwest,,,,false,,,
46,430,22,Houston Rockets,3,Western,Southwest,LAST,LAST,LAST,false,,,
34,436,5,Boston Celtics,3,Eastern,Atlantic,,,FIRST,true,2,false,false
60,436,39,Philadelphia 76ers,3,Eastern,Atlantic,,,,true,1,false,false
57,436,35,New York Knicks,3,Eastern,Atlantic,,,,true,1,false,false
35,436,35,Brooklyn Nets,3,Eastern,Atlantic,,,,true,0,false,false
70,436,59,Toronto Raptors,3,Eastern,Atlantic,,,LAST,false,,,
54,436,30,Milwaukee Bucks,3,Eastern,Central,FIRST,FIRST,FIRST,true,0,false,false
39,436,11,Cleveland Cavaliers,3,Eastern,Central,,,,true,0,false,false
37,436,9,Chicago Bulls,3,Eastern,Central,,,,false,,,
47,436,23,Indiana Pacers,3,Eastern,Central,,,,false,,,
44,436,16,Detroit Pistons,3,Eastern,Central,LAST,LAST,LAST,false,,,
53,436,29,Miami Heat,3,Eastern,Southeast,,,FIRST,true,3,true,false
32,436,2,Atlanta Hawks,3,Eastern,Southeast,,,,true,0,false,false
73,436,63,Washington Wizards,3,Eastern,Southeast,,,,false,,,
59,436,37,Orlando Magic,3,Eastern,Southeast,,,,false,,,
36,436,8,Charlotte Hornets,3,Eastern,Southeast,,,LAST,false,,,
43,436,15,Denver Nuggets,3,Western,Northwest,,FIRST,FIRST,true,4,true,true
55,436,31,Minnesota Timberwolves,3,Western,Northwest,,,,true,0,false,false
58,436,36,Oklahoma City Thunder,3,Western,Northwest,,,,false,,,
71,436,49,Utah Jazz,3,Western,Northwest,,,,false,,,
63,436,42,Portland Trail Blazers,3,Western,Northwest,,,LAST,false,,,
65,436,48,Sacramento Kings,3,Western,Pacific,,,FIRST,true,0,false,false
61,436,40,Phoenix Suns,3,Western,Pacific,,,,true,1,false,false
50,436,27,Los Angeles Clippers,3,Western,Pacific,,,,true,0,false,false
45,436,52,Golden State Warriors,3,Western,Pacific,,,,true,1,false,false
51,436,27,Los Angeles Lakers,3,Western,Pacific,,,LAST,true,2,false,false
52,436,28,Memphis Grizzlies,3,Western,Southwest,,,FIRST,true,0,false,false
